keyword,date,value
Carlton Lake Bottom logged,24/03/2023 23:00,-10.258
Carlton Lake Bottom logged,25/03/2023 00:00,-10.274
Carlton Lake Bottom logged,25/03/2023 01:00,-10.285
Carlton Lake Bottom logged,25/03/2023 02:00,-10.292
Carlton Lake Bottom logged,25/03/2023 03:00,-10.296
Carlton Lake Bottom logged,25/03/2023 04:00,-10.3
Carlton Lake Bottom logged,25/03/2023 05:00,-10.304
Carlton Lake Bottom logged,25/03/2023 06:00,-10.309
Carlton Lake Bottom logged,25/03/2023 07:00,-10.316
Carlton Lake Bottom logged,25/03/2023 08:00,-10.325
Carlton Lake Bottom logged,25/03/2023 09:00,-10.33
Carlton Lake Bottom logged,25/03/2023 10:00,-10.326
Carlton Lake Bottom logged,25/03/2023 11:00,-10.332
Carlton Lake Bottom logged,25/03/2023 12:00,-10.351
Carlton Lake Bottom logged,25/03/2023 13:00,-10.369
Carlton Lake Bottom logged,25/03/2023 14:00,-10.38
Carlton Lake Bottom logged,25/03/2023 15:00,-10.392
Carlton Lake Bottom logged,25/03/2023 16:00,-10.399
Carlton Lake Bottom logged,25/03/2023 17:00,-10.404
Carlton Lake Bottom logged,25/03/2023 18:00,-10.408
Carlton Lake Bottom logged,25/03/2023 19:00,-10.409
Carlton Lake Bottom logged,25/03/2023 20:00,-10.412
Carlton Lake Bottom logged,25/03/2023 21:00,-10.401
Carlton Lake Bottom logged,25/03/2023 22:00,-10.385
Carlton Lake Bottom logged,25/03/2023 23:00,-10.382
Carlton Lake Bottom logged,26/03/2023 00:00,-10.392
Carlton Lake Bottom logged,26/03/2023 01:00,-10.402
Carlton Lake Bottom logged,26/03/2023 02:00,-10.409
Carlton Lake Bottom logged,26/03/2023 03:00,-10.412
Carlton Lake Bottom logged,26/03/2023 04:00,-10.414
Carlton Lake Bottom logged,26/03/2023 05:00,-10.415
Carlton Lake Bottom logged,26/03/2023 06:00,-10.417
Carlton Lake Bottom logged,26/03/2023 07:00,-10.423
Carlton Lake Bottom logged,26/03/2023 08:00,-10.43
Carlton Lake Bottom logged,26/03/2023 09:00,-10.439
Carlton Lake Bottom logged,26/03/2023 10:00,-10.438
Carlton Lake Bottom logged,26/03/2023 11:00,-10.436
Carlton Lake Bottom logged,26/03/2023 12:00,-10.448
Carlton Lake Bottom logged,26/03/2023 13:00,-10.463
Carlton Lake Bottom logged,26/03/2023 14:00,-10.478
Carlton Lake Bottom logged,26/03/2023 15:00,-10.488
Carlton Lake Bottom logged,26/03/2023 16:00,-10.498
Carlton Lake Bottom logged,26/03/2023 17:00,-10.509
Carlton Lake Bottom logged,26/03/2023 18:00,-10.518
Carlton Lake Bottom logged,26/03/2023 19:00,-10.526
Carlton Lake Bottom logged,26/03/2023 20:00,-10.534
Carlton Lake Bottom logged,26/03/2023 21:00,-10.541
Carlton Lake Bottom logged,26/03/2023 22:00,-10.538
Carlton Lake Bottom logged,26/03/2023 23:00,-10.53
Carlton Lake Bottom logged,27/03/2023 00:00,-10.538
Carlton Lake Bottom logged,27/03/2023 01:00,-10.554
Carlton Lake Bottom logged,27/03/2023 02:00,-10.566
Carlton Lake Bottom logged,27/03/2023 03:00,-10.575
Carlton Lake Bottom logged,27/03/2023 04:00,-10.581
Carlton Lake Bottom logged,27/03/2023 05:00,-10.587
Carlton Lake Bottom logged,27/03/2023 06:00,-10.593
Carlton Lake Bottom logged,27/03/2023 07:00,-10.597
Carlton Lake Bottom logged,27/03/2023 08:00,-10.603
Carlton Lake Bottom logged,27/03/2023 09:00,-10.606
Carlton Lake Bottom logged,27/03/2023 10:00,-10.609
Carlton Lake Bottom logged,27/03/2023 11:00,-10.596
Carlton Lake Bottom logged,27/03/2023 12:00,-10.592
Carlton Lake Bottom logged,27/03/2023 13:00,-10.6
Carlton Lake Bottom logged,27/03/2023 14:00,-10.606
Carlton Lake Bottom logged,27/03/2023 15:00,-10.608
Carlton Lake Bottom logged,27/03/2023 16:00,-10.607
Carlton Lake Bottom logged,27/03/2023 17:00,-10.606
Carlton Lake Bottom logged,27/03/2023 18:00,-10.603
Carlton Lake Bottom logged,27/03/2023 19:00,-10.599
Carlton Lake Bottom logged,27/03/2023 20:00,-10.593
Carlton Lake Bottom logged,27/03/2023 21:00,-10.587
Carlton Lake Bottom logged,27/03/2023 22:00,-10.584
Carlton Lake Bottom logged,27/03/2023 23:00,-10.569
Carlton Lake Bottom logged,28/03/2023 00:00,-10.553
Carlton Lake Bottom logged,28/03/2023 01:00,-10.551
Carlton Lake Bottom logged,28/03/2023 02:00,-10.553
Carlton Lake Bottom logged,28/03/2023 03:00,-10.55
Carlton Lake Bottom logged,28/03/2023 04:00,-10.547
Carlton Lake Bottom logged,28/03/2023 05:00,-10.543
Carlton Lake Bottom logged,28/03/2023 06:00,-10.542
Carlton Lake Bottom logged,28/03/2023 07:00,-10.534
Carlton Lake Bottom logged,28/03/2023 08:00,-10.528
Carlton Lake Bottom logged,28/03/2023 09:00,-10.525
Carlton Lake Bottom logged,28/03/2023 10:00,-10.518
Carlton Lake Bottom logged,28/03/2023 11:00,-10.506
Carlton Lake Bottom logged,28/03/2023 12:00,-10.487
Carlton Lake Bottom logged,28/03/2023 13:00,-10.478
Carlton Lake Bottom logged,28/03/2023 14:00,-10.47
Carlton Lake Bottom logged,28/03/2023 15:00,-10.464
Carlton Lake Bottom logged,28/03/2023 16:00,-10.464
Carlton Lake Bottom logged,28/03/2023 17:00,-10.46
Carlton Lake Bottom logged,28/03/2023 18:00,-10.456
Carlton Lake Bottom logged,28/03/2023 19:00,-10.451
Carlton Lake Bottom logged,28/03/2023 20:00,-10.449
Carlton Lake Bottom logged,28/03/2023 21:00,-10.445
Carlton Lake Bottom logged,28/03/2023 22:00,-10.441
Carlton Lake Bottom logged,28/03/2023 23:00,-10.439
Carlton Lake Bottom logged,29/03/2023 00:00,-10.427
Carlton Lake Bottom logged,29/03/2023 01:00,-10.418
Carlton Lake Bottom logged,29/03/2023 02:00,-10.417
Carlton Lake Bottom logged,29/03/2023 03:00,-10.419
Carlton Lake Bottom logged,29/03/2023 04:00,-10.42
Carlton Lake Bottom logged,29/03/2023 05:00,-10.42
Carlton Lake Bottom logged,29/03/2023 06:00,-10.419
Carlton Lake Bottom logged,29/03/2023 07:00,-10.418
Carlton Lake Bottom logged,29/03/2023 08:00,-10.417
Carlton Lake Bottom logged,29/03/2023 09:00,-10.414
Carlton Lake Bottom logged,29/03/2023 10:00,-10.409
Carlton Lake Bottom logged,29/03/2023 11:00,-10.401
Carlton Lake Bottom logged,29/03/2023 12:00,-10.389
Carlton Lake Bottom logged,29/03/2023 13:00,-10.379
Carlton Lake Bottom logged,29/03/2023 14:00,-10.373
Carlton Lake Bottom logged,29/03/2023 15:00,-10.369
Carlton Lake Bottom logged,29/03/2023 16:00,-10.364
Carlton Lake Bottom logged,29/03/2023 17:00,-10.36
Carlton Lake Bottom logged,29/03/2023 18:00,-10.356
Carlton Lake Bottom logged,29/03/2023 19:00,-10.351
Carlton Lake Bottom logged,29/03/2023 20:00,-10.347
Carlton Lake Bottom logged,29/03/2023 21:00,-10.341
Carlton Lake Bottom logged,29/03/2023 22:00,-10.336
Carlton Lake Bottom logged,29/03/2023 23:00,-10.329
Carlton Lake Bottom logged,30/03/2023 00:00,-10.322
Carlton Lake Bottom logged,30/03/2023 01:00,-10.311
Carlton Lake Bottom logged,30/03/2023 02:00,-10.302
Carlton Lake Bottom logged,30/03/2023 03:00,-10.299
Carlton Lake Bottom logged,30/03/2023 04:00,-10.299
Carlton Lake Bottom logged,30/03/2023 05:00,-10.301
Carlton Lake Bottom logged,30/03/2023 06:00,-10.307
Carlton Lake Bottom logged,30/03/2023 07:00,-10.314
Carlton Lake Bottom logged,30/03/2023 08:00,-10.321
Carlton Lake Bottom logged,30/03/2023 09:00,-10.327
Carlton Lake Bottom logged,30/03/2023 10:00,-10.33
Carlton Lake Bottom logged,30/03/2023 11:00,-10.334
Carlton Lake Bottom logged,30/03/2023 12:00,-10.335
Carlton Lake Bottom logged,30/03/2023 13:00,-10.334
Carlton Lake Bottom logged,30/03/2023 14:00,-10.331
Carlton Lake Bottom logged,30/03/2023 15:00,-10.331
Carlton Lake Bottom logged,30/03/2023 16:00,-10.333
Carlton Lake Bottom logged,30/03/2023 17:00,-10.335
Carlton Lake Bottom logged,30/03/2023 18:00,-10.335
Carlton Lake Bottom logged,30/03/2023 19:00,-10.334
Carlton Lake Bottom logged,30/03/2023 20:00,-10.331
Carlton Lake Bottom logged,30/03/2023 21:00,-10.325
Carlton Lake Bottom logged,30/03/2023 22:00,-10.318
Carlton Lake Bottom logged,30/03/2023 23:00,-10.309
Carlton Lake Bottom logged,31/03/2023 00:00,-10.3
Carlton Lake Bottom logged,31/03/2023 01:00,-10.288
Carlton Lake Bottom logged,31/03/2023 02:00,-10.277
Carlton Lake Bottom logged,31/03/2023 03:00,-10.261
Carlton Lake Bottom logged,31/03/2023 04:00,-10.246
Carlton Lake Bottom logged,31/03/2023 05:00,-10.234
Carlton Lake Bottom logged,31/03/2023 06:00,-10.228
Carlton Lake Bottom logged,31/03/2023 07:00,-10.224
Carlton Lake Bottom logged,31/03/2023 08:00,-10.222
Carlton Lake Bottom logged,31/03/2023 09:00,-10.222
Carlton Lake Bottom logged,31/03/2023 10:00,-10.223
Carlton Lake Bottom logged,31/03/2023 11:00,-10.225
Carlton Lake Bottom logged,31/03/2023 12:00,-10.23
Carlton Lake Bottom logged,31/03/2023 13:00,-10.235
Carlton Lake Bottom logged,31/03/2023 14:00,-10.24
Carlton Lake Bottom logged,31/03/2023 15:00,-10.244
Carlton Lake Bottom logged,31/03/2023 16:00,-10.249
Carlton Lake Bottom logged,31/03/2023 17:00,-10.257
Carlton Lake Bottom logged,31/03/2023 18:00,-10.269
Carlton Lake Bottom logged,31/03/2023 19:00,-10.283
Carlton Lake Bottom logged,31/03/2023 20:00,-10.296
Carlton Lake Bottom logged,31/03/2023 21:00,-10.307
Carlton Lake Bottom logged,31/03/2023 22:00,-10.319
Carlton Lake Bottom logged,31/03/2023 23:00,-10.329
Carlton Lake Bottom logged,01/04/2023 00:00,-10.338
Carlton Lake Bottom logged,01/04/2023 01:00,-10.347
Carlton Lake Bottom logged,01/04/2023 02:00,-10.352
Carlton Lake Bottom logged,01/04/2023 03:00,-10.36
Carlton Lake Bottom logged,01/04/2023 04:00,-10.363
Carlton Lake Bottom logged,01/04/2023 05:00,-10.364
Carlton Lake Bottom logged,01/04/2023 06:00,-10.37
Carlton Lake Bottom logged,01/04/2023 07:00,-10.379
Carlton Lake Bottom logged,01/04/2023 08:00,-10.39
Carlton Lake Bottom logged,01/04/2023 09:00,-10.401
Carlton Lake Bottom logged,01/04/2023 10:00,-10.41
Carlton Lake Bottom logged,01/04/2023 11:00,-10.419
Carlton Lake Bottom logged,01/04/2023 12:00,-10.428
Carlton Lake Bottom logged,01/04/2023 13:00,-10.437
Carlton Lake Bottom logged,01/04/2023 14:00,-10.445
Carlton Lake Bottom logged,01/04/2023 15:00,-10.452
Carlton Lake Bottom logged,01/04/2023 16:00,-10.458
Carlton Lake Bottom logged,01/04/2023 17:00,-10.462
Carlton Lake Bottom logged,01/04/2023 18:00,-10.468
Carlton Lake Bottom logged,01/04/2023 19:00,-10.484
Carlton Lake Bottom logged,01/04/2023 20:00,-10.498
Carlton Lake Bottom logged,01/04/2023 21:00,-10.511
Carlton Lake Bottom logged,01/04/2023 22:00,-10.523
Carlton Lake Bottom logged,01/04/2023 23:00,-10.532
Carlton Lake Bottom logged,02/04/2023 00:00,-10.54
Carlton Lake Bottom logged,02/04/2023 01:00,-10.548
Carlton Lake Bottom logged,02/04/2023 02:00,-10.554
Carlton Lake Bottom logged,02/04/2023 03:00,-10.562
Carlton Lake Bottom logged,02/04/2023 04:00,-10.568
Carlton Lake Bottom logged,02/04/2023 05:00,-10.569
Carlton Lake Bottom logged,02/04/2023 06:00,-10.568
Carlton Lake Bottom logged,02/04/2023 07:00,-10.575
Carlton Lake Bottom logged,02/04/2023 08:00,-10.587
Carlton Lake Bottom logged,02/04/2023 09:00,-10.598
Carlton Lake Bottom logged,02/04/2023 10:00,-10.609
Carlton Lake Bottom logged,02/04/2023 11:00,-10.617
Carlton Lake Bottom logged,02/04/2023 12:00,-10.624
Carlton Lake Bottom logged,02/04/2023 13:00,-10.629
Carlton Lake Bottom logged,02/04/2023 14:00,-10.633
Carlton Lake Bottom logged,02/04/2023 15:00,-10.636
Carlton Lake Bottom logged,02/04/2023 16:00,-10.638
Carlton Lake Bottom logged,02/04/2023 17:00,-10.636
Carlton Lake Bottom logged,02/04/2023 18:00,-10.629
Carlton Lake Bottom logged,02/04/2023 19:00,-10.634
Carlton Lake Bottom logged,02/04/2023 20:00,-10.65
Carlton Lake Bottom logged,02/04/2023 21:00,-10.664
Carlton Lake Bottom logged,02/04/2023 22:00,-10.674
Carlton Lake Bottom logged,02/04/2023 23:00,-10.681
Carlton Lake Bottom logged,03/04/2023 00:00,-10.684
Carlton Lake Bottom logged,03/04/2023 01:00,-10.686
Carlton Lake Bottom logged,03/04/2023 02:00,-10.686
Carlton Lake Bottom logged,03/04/2023 03:00,-10.685
Carlton Lake Bottom logged,03/04/2023 04:00,-10.684
Carlton Lake Bottom logged,03/04/2023 05:00,-10.68
Carlton Lake Bottom logged,03/04/2023 06:00,-10.671
Carlton Lake Bottom logged,03/04/2023 07:00,-10.664
Carlton Lake Bottom logged,03/04/2023 08:00,-10.666
Carlton Lake Bottom logged,03/04/2023 09:00,-10.673
Carlton Lake Bottom logged,03/04/2023 10:00,-10.679
Carlton Lake Bottom logged,03/04/2023 11:00,-10.68
Carlton Lake Bottom logged,03/04/2023 12:00,-10.679
Carlton Lake Bottom logged,03/04/2023 13:00,-10.678
Carlton Lake Bottom logged,03/04/2023 14:00,-10.676
Carlton Lake Bottom logged,03/04/2023 15:00,-10.672
Carlton Lake Bottom logged,03/04/2023 16:00,-10.666
Carlton Lake Bottom logged,03/04/2023 17:00,-10.662
Carlton Lake Bottom logged,03/04/2023 18:00,-10.648
Carlton Lake Bottom logged,03/04/2023 19:00,-10.638
Carlton Lake Bottom logged,03/04/2023 20:00,-10.636
Carlton Lake Bottom logged,03/04/2023 21:00,-10.644
Carlton Lake Bottom logged,03/04/2023 22:00,-10.652
Carlton Lake Bottom logged,03/04/2023 23:00,-10.654
Carlton Lake Bottom logged,04/04/2023 00:00,-10.655
Carlton Lake Bottom logged,04/04/2023 01:00,-10.656
Carlton Lake Bottom logged,04/04/2023 02:00,-10.653
Carlton Lake Bottom logged,04/04/2023 03:00,-10.649
Carlton Lake Bottom logged,04/04/2023 04:00,-10.646
Carlton Lake Bottom logged,04/04/2023 05:00,-10.643
Carlton Lake Bottom logged,04/04/2023 06:00,-10.636
Carlton Lake Bottom logged,04/04/2023 07:00,-10.625
Carlton Lake Bottom logged,04/04/2023 08:00,-10.617
Carlton Lake Bottom logged,04/04/2023 09:00,-10.623
Carlton Lake Bottom logged,04/04/2023 10:00,-10.629
Carlton Lake Bottom logged,04/04/2023 11:00,-10.631
Carlton Lake Bottom logged,04/04/2023 12:00,-10.631
Carlton Lake Bottom logged,04/04/2023 13:00,-10.628
Carlton Lake Bottom logged,04/04/2023 14:00,-10.624
Carlton Lake Bottom logged,04/04/2023 15:00,-10.62
Carlton Lake Bottom logged,04/04/2023 16:00,-10.612
Carlton Lake Bottom logged,04/04/2023 17:00,-10.605
Carlton Lake Bottom logged,04/04/2023 18:00,-10.589
Carlton Lake Bottom logged,04/04/2023 19:00,-10.573
Carlton Lake Bottom logged,04/04/2023 20:00,-10.563
Carlton Lake Bottom logged,04/04/2023 21:00,-10.57
Carlton Lake Bottom logged,04/04/2023 22:00,-10.575
Carlton Lake Bottom logged,04/04/2023 23:00,-10.578
Carlton Lake Bottom logged,05/04/2023 00:00,-10.578
Carlton Lake Bottom logged,05/04/2023 01:00,-10.576
Carlton Lake Bottom logged,05/04/2023 02:00,-10.572
Carlton Lake Bottom logged,05/04/2023 03:00,-10.567
Carlton Lake Bottom logged,05/04/2023 04:00,-10.561
Carlton Lake Bottom logged,05/04/2023 05:00,-10.556
Carlton Lake Bottom logged,05/04/2023 06:00,-10.55
Carlton Lake Bottom logged,05/04/2023 07:00,-10.534
Carlton Lake Bottom logged,05/04/2023 08:00,-10.523
Carlton Lake Bottom logged,05/04/2023 09:00,-10.522
Carlton Lake Bottom logged,05/04/2023 10:00,-10.524
Carlton Lake Bottom logged,05/04/2023 11:00,-10.522
Carlton Lake Bottom logged,05/04/2023 12:00,-10.516
Carlton Lake Bottom logged,05/04/2023 13:00,-10.509
Carlton Lake Bottom logged,05/04/2023 14:00,-10.501
Carlton Lake Bottom logged,05/04/2023 15:00,-10.493
Carlton Lake Bottom logged,05/04/2023 16:00,-10.484
Carlton Lake Bottom logged,05/04/2023 17:00,-10.48
Carlton Lake Bottom logged,05/04/2023 18:00,-10.469
Carlton Lake Bottom logged,05/04/2023 19:00,-10.449
Carlton Lake Bottom logged,05/04/2023 20:00,-10.435
Carlton Lake Bottom logged,05/04/2023 21:00,-10.431
Carlton Lake Bottom logged,05/04/2023 22:00,-10.436
Carlton Lake Bottom logged,05/04/2023 23:00,-10.44
Carlton Lake Bottom logged,06/04/2023 00:00,-10.441
Carlton Lake Bottom logged,06/04/2023 01:00,-10.438
Carlton Lake Bottom logged,06/04/2023 02:00,-10.432
Carlton Lake Bottom logged,06/04/2023 03:00,-10.427
Carlton Lake Bottom logged,06/04/2023 04:00,-10.421
Carlton Lake Bottom logged,06/04/2023 05:00,-10.415
Carlton Lake Bottom logged,06/04/2023 06:00,-10.412
Carlton Lake Bottom logged,06/04/2023 07:00,-10.4
Carlton Lake Bottom logged,06/04/2023 08:00,-10.385
Carlton Lake Bottom logged,06/04/2023 09:00,-10.381
Carlton Lake Bottom logged,06/04/2023 10:00,-10.391
Carlton Lake Bottom logged,06/04/2023 11:00,-10.404
Carlton Lake Bottom logged,06/04/2023 12:00,-10.413
Carlton Lake Bottom logged,06/04/2023 13:00,-10.421
Carlton Lake Bottom logged,06/04/2023 14:00,-10.424
Carlton Lake Bottom logged,06/04/2023 15:00,-10.43
Carlton Lake Bottom logged,06/04/2023 16:00,-10.429
Carlton Lake Bottom logged,06/04/2023 17:00,-10.434
Carlton Lake Bottom logged,06/04/2023 18:00,-10.439
Carlton Lake Bottom logged,06/04/2023 19:00,-10.435
Carlton Lake Bottom logged,06/04/2023 20:00,-10.423
Carlton Lake Bottom logged,06/04/2023 21:00,-10.422
Carlton Lake Bottom logged,06/04/2023 22:00,-10.438
Carlton Lake Bottom logged,06/04/2023 23:00,-10.453
Carlton Lake Bottom logged,07/04/2023 00:00,-10.466
Carlton Lake Bottom logged,07/04/2023 01:00,-10.474
Carlton Lake Bottom logged,07/04/2023 02:00,-10.478
Carlton Lake Bottom logged,07/04/2023 03:00,-10.482
Carlton Lake Bottom logged,07/04/2023 04:00,-10.484
Carlton Lake Bottom logged,07/04/2023 05:00,-10.488
Carlton Lake Bottom logged,07/04/2023 06:00,-10.492
Carlton Lake Bottom logged,07/04/2023 07:00,-10.494
Carlton Lake Bottom logged,07/04/2023 08:00,-10.482
Carlton Lake Bottom logged,07/04/2023 09:00,-10.476
Carlton Lake Bottom logged,07/04/2023 10:00,-10.483
Carlton Lake Bottom logged,07/04/2023 11:00,-10.494
Carlton Lake Bottom logged,07/04/2023 12:00,-10.506
Carlton Lake Bottom logged,07/04/2023 13:00,-10.512
Carlton Lake Bottom logged,07/04/2023 14:00,-10.517
Carlton Lake Bottom logged,07/04/2023 15:00,-10.518
Carlton Lake Bottom logged,07/04/2023 16:00,-10.518
Carlton Lake Bottom logged,07/04/2023 17:00,-10.518
Carlton Lake Bottom logged,07/04/2023 18:00,-10.518
Carlton Lake Bottom logged,07/04/2023 19:00,-10.517
Carlton Lake Bottom logged,07/04/2023 20:00,-10.502
Carlton Lake Bottom logged,07/04/2023 21:00,-10.491
Carlton Lake Bottom logged,07/04/2023 22:00,-10.497
Carlton Lake Bottom logged,07/04/2023 23:00,-10.511
Carlton Lake Bottom logged,08/04/2023 00:00,-10.524
Carlton Lake Bottom logged,08/04/2023 01:00,-10.531
Carlton Lake Bottom logged,08/04/2023 02:00,-10.534
Carlton Lake Bottom logged,08/04/2023 03:00,-10.538
Carlton Lake Bottom logged,08/04/2023 04:00,-10.539
Carlton Lake Bottom logged,08/04/2023 05:00,-10.541
Carlton Lake Bottom logged,08/04/2023 06:00,-10.544
Carlton Lake Bottom logged,08/04/2023 07:00,-10.546
Carlton Lake Bottom logged,08/04/2023 08:00,-10.542
Carlton Lake Bottom logged,08/04/2023 09:00,-10.53
Carlton Lake Bottom logged,08/04/2023 10:00,-10.526
Carlton Lake Bottom logged,08/04/2023 11:00,-10.534
Carlton Lake Bottom logged,08/04/2023 12:00,-10.543
Carlton Lake Bottom logged,08/04/2023 13:00,-10.551
Carlton Lake Bottom logged,08/04/2023 14:00,-10.553
Carlton Lake Bottom logged,08/04/2023 15:00,-10.551
Carlton Lake Bottom logged,08/04/2023 16:00,-10.551
Carlton Lake Bottom logged,08/04/2023 17:00,-10.548
Carlton Lake Bottom logged,08/04/2023 18:00,-10.545
Carlton Lake Bottom logged,08/04/2023 19:00,-10.542
Carlton Lake Bottom logged,08/04/2023 20:00,-10.531
Carlton Lake Bottom logged,08/04/2023 21:00,-10.516
Carlton Lake Bottom logged,08/04/2023 22:00,-10.507
Carlton Lake Bottom logged,08/04/2023 23:00,-10.514
Carlton Lake Bottom logged,09/04/2023 00:00,-10.524
Carlton Lake Bottom logged,09/04/2023 01:00,-10.529
Carlton Lake Bottom logged,09/04/2023 02:00,-10.531
Carlton Lake Bottom logged,09/04/2023 03:00,-10.529
Carlton Lake Bottom logged,09/04/2023 04:00,-10.528
Carlton Lake Bottom logged,09/04/2023 05:00,-10.526
Carlton Lake Bottom logged,09/04/2023 06:00,-10.523
Carlton Lake Bottom logged,09/04/2023 07:00,-10.517
Carlton Lake Bottom logged,09/04/2023 08:00,-10.514
Carlton Lake Bottom logged,09/04/2023 09:00,-10.497
Carlton Lake Bottom logged,09/04/2023 10:00,-10.481
Carlton Lake Bottom logged,09/04/2023 11:00,-10.477
Carlton Lake Bottom logged,09/04/2023 12:00,-10.483
Carlton Lake Bottom logged,09/04/2023 13:00,-10.485
Carlton Lake Bottom logged,09/04/2023 14:00,-10.486
Carlton Lake Bottom logged,09/04/2023 15:00,-10.48
Carlton Lake Bottom logged,09/04/2023 16:00,-10.474
Carlton Lake Bottom logged,09/04/2023 17:00,-10.465
Carlton Lake Bottom logged,09/04/2023 18:00,-10.458
Carlton Lake Bottom logged,09/04/2023 19:00,-10.451
Carlton Lake Bottom logged,09/04/2023 20:00,-10.443
Carlton Lake Bottom logged,09/04/2023 21:00,-10.421
Carlton Lake Bottom logged,09/04/2023 22:00,-10.4
Carlton Lake Bottom logged,09/04/2023 23:00,-10.39
Carlton Lake Bottom logged,10/04/2023 00:00,-10.396
Carlton Lake Bottom logged,10/04/2023 01:00,-10.396
Carlton Lake Bottom logged,10/04/2023 02:00,-10.395
Carlton Lake Bottom logged,10/04/2023 03:00,-10.39
Carlton Lake Bottom logged,10/04/2023 04:00,-10.383
Carlton Lake Bottom logged,10/04/2023 05:00,-10.377
Carlton Lake Bottom logged,10/04/2023 06:00,-10.371
Carlton Lake Bottom logged,10/04/2023 07:00,-10.366
Carlton Lake Bottom logged,10/04/2023 08:00,-10.36
Carlton Lake Bottom logged,10/04/2023 09:00,-10.345
Carlton Lake Bottom logged,10/04/2023 10:00,-10.322
Carlton Lake Bottom logged,10/04/2023 11:00,-10.305
Carlton Lake Bottom logged,10/04/2023 12:00,-10.302
Carlton Lake Bottom logged,10/04/2023 13:00,-10.304
Carlton Lake Bottom logged,10/04/2023 14:00,-10.307
Carlton Lake Bottom logged,10/04/2023 15:00,-10.31
Carlton Lake Bottom logged,10/04/2023 16:00,-10.312
Carlton Lake Bottom logged,10/04/2023 17:00,-10.314
Carlton Lake Bottom logged,10/04/2023 18:00,-10.316
Carlton Lake Bottom logged,10/04/2023 19:00,-10.316
Carlton Lake Bottom logged,10/04/2023 20:00,-10.319
Carlton Lake Bottom logged,10/04/2023 21:00,-10.314
Carlton Lake Bottom logged,10/04/2023 22:00,-10.3
Carlton Lake Bottom logged,10/04/2023 23:00,-10.295
Carlton Lake Bottom logged,11/04/2023 00:00,-10.303
Carlton Lake Bottom logged,11/04/2023 01:00,-10.316
Carlton Lake Bottom logged,11/04/2023 02:00,-10.326
Carlton Lake Bottom logged,11/04/2023 03:00,-10.335
Carlton Lake Bottom logged,11/04/2023 04:00,-10.341
Carlton Lake Bottom logged,11/04/2023 05:00,-10.348
Carlton Lake Bottom logged,11/04/2023 06:00,-10.355
Carlton Lake Bottom logged,11/04/2023 07:00,-10.362
Carlton Lake Bottom logged,11/04/2023 08:00,-10.367
Carlton Lake Bottom logged,11/04/2023 09:00,-10.365
Carlton Lake Bottom logged,11/04/2023 10:00,-10.356
Carlton Lake Bottom logged,11/04/2023 11:00,-10.345
Carlton Lake Bottom logged,11/04/2023 12:00,-10.341
Carlton Lake Bottom logged,11/04/2023 13:00,-10.347
Carlton Lake Bottom logged,11/04/2023 14:00,-10.349
Carlton Lake Bottom logged,11/04/2023 15:00,-10.342
Carlton Lake Bottom logged,11/04/2023 16:00,-10.334
Carlton Lake Bottom logged,11/04/2023 17:00,-10.321
Carlton Lake Bottom logged,11/04/2023 18:00,-10.303
Carlton Lake Bottom logged,11/04/2023 19:00,-10.282
Carlton Lake Bottom logged,11/04/2023 20:00,-10.263
Carlton Lake Bottom logged,11/04/2023 21:00,-10.245
Carlton Lake Bottom logged,11/04/2023 22:00,-10.224
Carlton Lake Bottom logged,11/04/2023 23:00,-10.208
Carlton Lake Bottom logged,12/04/2023 00:00,-10.199
Carlton Lake Bottom logged,12/04/2023 01:00,-10.207
Carlton Lake Bottom logged,12/04/2023 02:00,-10.214
Carlton Lake Bottom logged,12/04/2023 03:00,-10.219
Carlton Lake Bottom logged,12/04/2023 04:00,-10.222
Carlton Lake Bottom logged,12/04/2023 05:00,-10.224
Carlton Lake Bottom logged,12/04/2023 06:00,-10.223
Carlton Lake Bottom logged,12/04/2023 07:00,-10.223
Carlton Lake Bottom logged,12/04/2023 08:00,-10.222
Carlton Lake Bottom logged,12/04/2023 09:00,-10.22
Carlton Lake Bottom logged,12/04/2023 10:00,-10.214
Carlton Lake Bottom logged,12/04/2023 11:00,-10.2
Carlton Lake Bottom logged,12/04/2023 12:00,-10.181
Carlton Lake Bottom logged,12/04/2023 13:00,-10.175
Carlton Lake Bottom logged,12/04/2023 14:00,-10.171
Carlton Lake Bottom logged,12/04/2023 15:00,-10.168
Carlton Lake Bottom logged,12/04/2023 16:00,-10.167
Carlton Lake Bottom logged,12/04/2023 17:00,-10.167
Carlton Lake Bottom logged,12/04/2023 18:00,-10.168
Carlton Lake Bottom logged,12/04/2023 19:00,-10.172
Carlton Lake Bottom logged,12/04/2023 20:00,-10.175
Carlton Lake Bottom logged,12/04/2023 21:00,-10.181
Carlton Lake Bottom logged,12/04/2023 22:00,-10.19
Carlton Lake Bottom logged,12/04/2023 23:00,-10.194
Carlton Lake Bottom logged,13/04/2023 00:00,-10.19
Carlton Lake Bottom logged,13/04/2023 01:00,-10.191
Carlton Lake Bottom logged,13/04/2023 02:00,-10.203
Carlton Lake Bottom logged,13/04/2023 03:00,-10.216
Carlton Lake Bottom logged,13/04/2023 04:00,-10.229
Carlton Lake Bottom logged,13/04/2023 05:00,-10.241
Carlton Lake Bottom logged,13/04/2023 06:00,-10.25
Carlton Lake Bottom logged,13/04/2023 07:00,-10.258
Carlton Lake Bottom logged,13/04/2023 08:00,-10.266
